%	 348
%	 15
% Key	Time	nnit13	GWl3	GWl25	GWl32	Wt13	Wt18	sol71	con47	At47	Smoist24	q13	q18	rain	
1	2016-01-01	4.10128235955055	0.835368114583333	1.693269015625	0.488071869791666	5.91329861111111	6.16944444444444	3.13209722222222	0.0407940972222221	3.58756597222222	0.310822916666666	4.01788918055555	3.77620833333333	0
2	2016-01-02	3.57521407407407	0.800400296874999	1.670150359375	0.438965322916666	5.31288194444444	5.56420138888888	0.0159305555555556	0.0402076388888889	1.75410069444444	0.32096875	7.31709336805554	7.08109605208332	7.59999999999998
3	2016-01-03	4.25592695953757	0.628334729166666	1.62359697395833	0.224006	5.76142361111111	5.94395833333333	4.2976736111111	0.0361111111111111	2.18433333333333	0.332411458333333	14.4611412256944	13.8244379756944	0.5
4	2016-01-04	NaN	0.661187015625	1.57581770833333	0.233838411458333	5.36666666666666	5.58260416666666	8.63452430555553	0.0394052083333333	1.08933680555555	0.331786458333333	15.1017029513888	14.5245081111111	2.59999999999999
5	2016-01-05	5.4602619047619	0.633713098958333	1.55717960937499	0.203959208333333	6.27336805555555	6.42385416666666	13.2601423611111	0.0368413194444444	3.80569791666666	0.330385416666666	16.9607197986111	16.7186555034722	0.3
6	2016-01-06	5.83547242841993	0.67735496875	1.550883359375	0.256315520833333	6.61878472222222	6.7440625	5.17730555555555	0.0363697916666666	4.62977083333333	0.323036458333333	15.0629503854166	14.9896901493055	0.899999999999999
7	2016-01-07	5.06058246753246	0.664580458333333	1.537348375	0.269286572916666	6.405625	6.53010416666666	3.75130902777777	0.0362697916666666	4.53397222222222	0.323619791666667	14.9813312083333	14.7749684097222	2.69999999999999
8	2016-01-08	5.55529298245614	0.631931130100945	1.54518142187499	0.242013664035653	5.46391854968347	5.64675847840917	51.2032549319571	0.0357738647003745	2.93416844351778	0.3301875	16.0416395090154	15.2860828324128	0
9	2016-01-09	5.84752916666666	0.622216723958333	1.52861438541666	0.305345697916666	4.81940972222222	5.04548611111111	6.76792013888888	0.0365763888888888	-0.160364583333333	0.326385416666666	13.8949915868055	12.9122745486111	0.1
10	2016-01-10	5.71999895833333	0.615516859375	1.515929015625	0.326614505208333	6.1165625	6.22624999999999	38.4027222222222	0.0386447916666666	5.91901388888888	0.326723958333333	13.1886821458333	12.667667625	3.09999999999999
11	2016-01-11	5.35537604166664	0.554140863729664	1.50041561458335	0.231185776165995	6.01019116250989	6.09668409120676	2.45066666666666	0.0363090265091932	4.3133287529494	0.351354166666669	16.238278984722	15.1110202638708	3.14981732379313
12	2016-01-12	4.51892916666662	0.493381889384224	1.49993508696959	0.163566098685726	6.06116767374879	6.12707159241755	17.9227480421038	0.0349618719721628	5.08513464830839	0.348838541666676	22.6319471880404	21.3474886813367	1.37322010032553
13	2016-01-13	4.73330104166666	NaN	NaN	NaN	NaN	NaN	31.5368263888888	0.034711111111111	4.55141666666666	0.337890625	NaN	NaN	1.9
14	2016-01-14	4.67377916666666	NaN	NaN	NaN	NaN	NaN	19.3022986111111	0.0350777777777777	1.33581944444444	0.333229166666667	NaN	NaN	1.3
15	2016-01-15	4.76092604166666	NaN	NaN	NaN	NaN	NaN	1.91470486111111	0.0373916666666666	1.68622916666666	0.332833333333333	NaN	NaN	2.2
16	2016-01-16	4.79320729166666	NaN	NaN	NaN	NaN	NaN	15.1971701388889	0.0374930555555556	1.21556944444444	0.332494791666666	NaN	NaN	0.3
17	2016-01-17	5.16577291666666	NaN	NaN	NaN	NaN	NaN	29.0868020833333	0.0377138888888889	-0.804277777777776	0.328921875	NaN	NaN	0
18	2016-01-18	4.88574583333333	NaN	NaN	NaN	NaN	NaN	47.1673587962962	0.0377520833333333	-5.38898263888888	0.322083333333333	NaN	NaN	0
19	2016-01-19	4.782290625	NaN	NaN	NaN	NaN	NaN	12.7719756944444	0.0378597222222222	-7.55292708333333	0.317020833333333	NaN	NaN	0
20	2016-01-20	5.07402604166667	NaN	NaN	NaN	NaN	NaN	28.4717048611111	0.0377878472222222	-2.63528472222222	0.314359375	NaN	NaN	0
21	2016-01-21	5.2861375	NaN	NaN	NaN	NaN	NaN	22.8287916666666	0.0377336805555555	-2.49342708333333	0.314	NaN	NaN	0
22	2016-01-22	5.43982291666667	NaN	NaN	NaN	NaN	NaN	47.6224930555555	0.0379364583333333	-5.31277083333333	0.314	NaN	NaN	0
23	2016-01-23	4.94370625	NaN	NaN	NaN	NaN	NaN	18.4132013888889	0.0392340277777778	1.55786111111111	0.32828125	NaN	NaN	1.7
24	2016-01-24	4.49668333333333	NaN	NaN	NaN	NaN	NaN	28.1762152777777	0.0420458333333333	2.71860416666666	0.349765625	NaN	NaN	0.8
25	2016-01-25	4.90583553659049	NaN	NaN	NaN	NaN	NaN	40.058204861111	0.0418392361111111	3.88465972222222	0.344135416666667	NaN	NaN	0.3
26	2016-01-26	5.27361388525781	NaN	NaN	NaN	NaN	NaN	22.8501319444444	0.0409350694444444	5.08370833333333	0.333583333333333	NaN	NaN	0
27	2016-01-27	5.00629570909091	NaN	NaN	NaN	NaN	NaN	41.3521805555555	0.0399680555555555	10.4248333333333	0.329817708333333	NaN	NaN	0
28	2016-01-28	4.90920115262321	NaN	NaN	NaN	NaN	NaN	47.7523333333333	0.0396010416666667	6.61646180555555	0.328447916666667	NaN	NaN	1.4
29	2016-01-29	4.8161	NaN	NaN	NaN	NaN	NaN	73.9446319444443	0.0394895833333333	4.23451041666666	0.32721875	NaN	NaN	0.1
30	2016-01-30	4.90913645833333	NaN	NaN	NaN	NaN	NaN	8.95185069444444	0.0394524305555555	6.81514583333333	0.325703125	NaN	NaN	5.1
31	2016-01-31	4.61896649492179	NaN	NaN	NaN	NaN	NaN	25.4303611111111	0.03934375	4.70185069444444	0.340510416666667	NaN	NaN	0.5
32	2016-02-01	NaN	NaN	NaN	NaN	NaN	NaN	12.0591423611111	0.0393086805555555	11.0050347222222	0.34015625	NaN	NaN	0.5
33	2016-02-02	NaN	0.555040083333333	1.404424125	0.364349458333333	7.48458333333333	7.41199074074074	17.2897604166666	0.039559375	9.94738194444442	0.338145833333333	17.465995162037	18.9508310185185	4.5
34	2016-02-03	4.00752830188679	0.51669871875	1.39060265104167	0.2918330625	5.78291666666666	5.8115625	41.0645069444444	0.0391222222222222	4.086625	0.339286458333333	19.5081728333333	20.5162644965277	0.7
